ITR,FILE_NAME,FSCORE,PRECISION,RECALL,ACCURACY,SK_THRESHOLD,ALPHA,ORIG_CONTRIB,SEG_THRESHOLD
5532,04_test.tif,0.662,0.944,0.51,0.952,60,9.0,0.5,16
5533,04_test.tif,0.657,0.943,0.504,0.952,60,8.0,0.7,12
5534,04_test.tif,0.676,0.938,0.528,0.953,60,9.0,0.1,14
5535,04_test.tif,0.481,0.333,0.869,0.828,60,6.0,0.5,18
5536,04_test.tif,0.717,0.903,0.595,0.957,60,6.5,0.7,10
5537,04_test.tif,0.739,0.9,0.626,0.959,60,7.5,0.3,18
5538,04_test.tif,0.721,0.916,0.595,0.958,60,7.0,0.1,12
5539,04_test.tif,0.658,0.945,0.504,0.952,80,9.5,0.1,10
5540,04_test.tif,0.766,0.858,0.691,0.961,60,6.5,0.3,16
5541,04_test.tif,0.765,0.755,0.775,0.956,60,6.5,0.1,24
5542,04_test.tif,0.728,0.907,0.608,0.958,60,8.5,0.3,24
5543,04_test.tif,0.412,0.281,0.771,0.798,80,8.0,0.9,22
5544,04_test.tif,0.373,0.237,0.867,0.731,80,7.0,0.7,24
5545,04_test.tif,0.76,0.864,0.678,0.961,80,6.5,0.1,16
5546,04_test.tif,0.622,0.959,0.46,0.948,60,9.0,0.3,10
5547,04_test.tif,0.642,0.951,0.485,0.95,60,9.0,0.3,12
5548,04_test.tif,0.407,0.278,0.758,0.797,60,8.0,0.9,22
5549,04_test.tif,0.423,0.282,0.846,0.788,80,6.5,0.7,18
5550,04_test.tif,0.685,0.934,0.541,0.954,60,9.0,0.3,18
5551,04_test.tif,0.707,0.917,0.575,0.956,80,9.0,0.5,22
5552,04_test.tif,0.639,0.952,0.481,0.95,60,8.5,0.3,10
5553,04_test.tif,0.697,0.925,0.559,0.955,80,8.0,0.5,14
5554,04_test.tif,0.75,0.886,0.65,0.96,60,6.5,0.1,14
5555,04_test.tif,0.748,0.89,0.645,0.96,60,7.5,0.3,20
5556,04_test.tif,0.69,0.932,0.548,0.955,60,8.5,0.3,16
5557,04_test.tif,0.303,0.182,0.891,0.623,60,6.0,0.7,16
5558,04_test.tif,0.652,0.944,0.498,0.951,60,7.5,0.7,10
5559,04_test.tif,0.679,0.936,0.532,0.954,60,9.5,0.3,20
5560,04_test.tif,0.362,0.237,0.763,0.752,60,6.0,0.9,10
5561,04_test.tif,0.676,0.938,0.528,0.953,60,8.5,0.3,14
5562,04_test.tif,0.659,0.946,0.506,0.952,60,8.5,0.1,10
5563,04_test.tif,0.769,0.828,0.718,0.96,60,6.5,0.5,16
5564,04_test.tif,0.673,0.94,0.524,0.953,60,8.0,0.1,10
5565,04_test.tif,0.697,0.926,0.559,0.955,80,8.5,0.3,16
5566,04_test.tif,0.335,0.212,0.794,0.71,60,7.0,0.9,16
5567,04_test.tif,0.688,0.931,0.545,0.954,80,9.5,0.3,20
5568,04_test.tif,0.269,0.159,0.866,0.567,60,6.5,0.9,16
5569,04_test.tif,0.626,0.957,0.465,0.949,60,9.5,0.3,12
5570,04_test.tif,0.695,0.929,0.555,0.955,60,8.0,0.3,14
5571,04_test.tif,0.559,0.475,0.68,0.901,80,6.5,0.9,10
5572,04_test.tif,0.695,0.924,0.557,0.955,60,8.5,0.5,18
5573,04_test.tif,0.753,0.882,0.657,0.96,60,7.0,0.1,18
5574,04_test.tif,0.646,0.939,0.492,0.95,60,9.5,0.9,18
5575,04_test.tif,0.712,0.907,0.586,0.956,60,7.5,0.7,14
5576,04_test.tif,0.686,0.899,0.555,0.953,60,8.5,0.9,16
5577,04_test.tif,0.259,0.152,0.886,0.533,60,6.0,0.9,14
5578,04_test.tif,0.734,0.906,0.617,0.959,60,7.0,0.1,14
5579,04_test.tif,0.698,0.923,0.562,0.955,80,7.0,0.7,10
5580,04_test.tif,0.62,0.953,0.46,0.948,60,9.5,0.9,16
5581,04_test.tif,0.77,0.832,0.716,0.961,80,7.0,0.3,22
5582,04_test.tif,0.372,0.237,0.865,0.731,60,7.0,0.7,24
5583,04_test.tif,0.74,0.69,0.798,0.948,60,6.0,0.3,18
5584,04_test.tif,0.693,0.748,0.645,0.947,80,8.0,0.9,16
5585,04_test.tif,0.277,0.164,0.909,0.564,60,6.5,0.7,22
5586,04_test.tif,0.728,0.902,0.61,0.958,60,8.5,0.5,24
5587,04_test.tif,0.674,0.937,0.526,0.953,80,9.5,0.1,14
5588,04_test.tif,0.716,0.914,0.589,0.957,80,8.0,0.1,16
5589,04_test.tif,0.692,0.929,0.551,0.955,80,7.5,0.1,10
5590,04_test.tif,0.772,0.809,0.738,0.96,80,7.0,0.3,24
5591,04_test.tif,0.251,0.145,0.907,0.501,60,6.5,0.9,20
5592,04_test.tif,0.732,0.886,0.624,0.958,60,7.5,0.7,16
5593,04_test.tif,0.251,0.146,0.912,0.499,80,6.0,0.9,16
5594,04_test.tif,0.696,0.926,0.557,0.955,80,9.5,0.3,22
5595,04_test.tif,0.726,0.899,0.609,0.958,80,7.0,0.7,12
5596,04_test.tif,0.275,0.164,0.859,0.584,60,7.5,0.9,24
5597,04_test.tif,0.746,0.885,0.645,0.96,80,8.0,0.3,24
5598,04_test.tif,0.725,0.906,0.604,0.958,80,8.0,0.1,18
5599,04_test.tif,0.761,0.867,0.678,0.961,60,7.0,0.1,20
5600,04_test.tif,0.74,0.892,0.633,0.959,60,7.5,0.5,18
5601,04_test.tif,0.693,0.928,0.553,0.955,80,8.5,0.1,14
5602,04_test.tif,0.659,0.945,0.506,0.952,60,9.0,0.3,14
5603,04_test.tif,0.7,0.619,0.807,0.936,60,6.0,0.5,16
5604,04_test.tif,0.629,0.953,0.469,0.949,60,9.0,0.7,14
5605,04_test.tif,0.707,0.92,0.574,0.956,80,9.0,0.1,20
5606,04_test.tif,0.701,0.924,0.565,0.956,80,7.0,0.3,10
5607,04_test.tif,0.772,0.819,0.73,0.96,80,6.0,0.1,16
5608,04_test.tif,0.739,0.902,0.625,0.959,60,8.0,0.1,22
5609,04_test.tif,0.745,0.861,0.657,0.959,60,6.5,0.7,12
5610,04_test.tif,0.697,0.888,0.573,0.954,60,9.5,0.9,24
5611,04_test.tif,0.691,0.928,0.551,0.955,80,9.5,0.5,22
5612,04_test.tif,0.688,0.93,0.546,0.955,60,7.5,0.5,12
5613,04_test.tif,0.706,0.926,0.571,0.956,60,9.5,0.1,24
5614,04_test.tif,0.692,0.73,0.658,0.946,80,8.5,0.9,20
5615,04_test.tif,0.719,0.909,0.594,0.957,80,6.5,0.5,10
5616,04_test.tif,0.258,0.151,0.895,0.526,80,6.5,0.9,18
5617,04_test.tif,0.615,0.956,0.453,0.948,60,8.0,0.9,10
5618,04_test.tif,0.247,0.143,0.927,0.481,80,6.0,0.9,18
5619,04_test.tif,0.422,0.296,0.735,0.815,60,7.0,0.9,14
5620,04_test.tif,0.712,0.915,0.582,0.957,80,8.0,0.3,16
5621,04_test.tif,0.731,0.9,0.616,0.958,80,8.0,0.3,20
5622,04_test.tif,0.705,0.926,0.57,0.956,60,9.0,0.1,20
5623,04_test.tif,0.688,0.934,0.545,0.955,60,7.5,0.1,10
5624,04_test.tif,0.728,0.902,0.61,0.958,80,7.5,0.3,16
5625,04_test.tif,0.657,0.945,0.503,0.952,80,9.5,0.7,16
5626,04_test.tif,0.711,0.923,0.578,0.957,60,8.5,0.1,18
5627,04_test.tif,0.767,0.786,0.748,0.958,60,7.0,0.5,22
5628,04_test.tif,0.73,0.91,0.609,0.959,60,7.5,0.1,16
5629,04_test.tif,0.734,0.884,0.628,0.958,60,8.5,0.7,24
5630,04_test.tif,0.741,0.76,0.722,0.953,60,6.5,0.7,14
5631,04_test.tif,0.748,0.852,0.666,0.959,60,6.0,0.7,10
5632,04_test.tif,0.679,0.936,0.532,0.954,80,7.5,0.5,10
5633,04_test.tif,0.277,0.165,0.866,0.585,80,7.5,0.9,24
5634,04_test.tif,0.618,0.958,0.456,0.948,80,9.5,0.9,10
5635,04_test.tif,0.259,0.152,0.887,0.534,60,7.0,0.9,22
5636,04_test.tif,0.747,0.892,0.642,0.96,60,7.0,0.3,16
5637,04_test.tif,0.643,0.95,0.485,0.95,80,9.5,0.7,14
5638,04_test.tif,0.596,0.966,0.431,0.946,60,9.0,0.5,10
5639,04_test.tif,0.766,0.849,0.698,0.961,80,6.0,0.1,14
5640,04_test.tif,0.721,0.899,0.603,0.957,60,8.0,0.7,18
5641,04_test.tif,0.711,0.622,0.83,0.938,60,6.0,0.1,22
5642,04_test.tif,0.77,0.783,0.756,0.958,80,6.0,0.3,16
5643,04_test.tif,0.753,0.818,0.698,0.958,80,7.5,0.7,20
5644,04_test.tif,0.736,0.881,0.632,0.958,60,8.0,0.7,20
5645,04_test.tif,0.698,0.922,0.561,0.955,80,8.0,0.7,14
5646,04_test.tif,0.714,0.916,0.585,0.957,80,9.0,0.1,22
5647,04_test.tif,0.764,0.863,0.685,0.961,60,7.5,0.3,24
5648,04_test.tif,0.255,0.148,0.933,0.498,60,6.0,0.7,20
5649,04_test.tif,0.733,0.898,0.62,0.959,60,7.0,0.5,14
5650,04_test.tif,0.719,0.913,0.593,0.957,60,8.0,0.3,18
5651,04_test.tif,0.712,0.917,0.582,0.957,60,8.5,0.3,20
5652,04_test.tif,0.748,0.862,0.66,0.959,60,7.5,0.7,18
5653,04_test.tif,0.283,0.17,0.852,0.603,80,6.0,0.9,12
5654,04_test.tif,0.717,0.903,0.594,0.957,60,7.0,0.7,12
5655,04_test.tif,0.623,0.951,0.464,0.948,60,9.0,0.9,14
5656,04_test.tif,0.571,0.972,0.404,0.944,60,9.0,0.9,10
5657,04_test.tif,0.726,0.905,0.605,0.958,60,7.5,0.5,16
5658,04_test.tif,0.772,0.793,0.753,0.959,60,6.5,0.3,20
5659,04_test.tif,0.737,0.736,0.737,0.952,60,7.0,0.7,18
5660,04_test.tif,0.677,0.938,0.529,0.953,60,8.0,0.3,12
5661,04_test.tif,0.703,0.92,0.568,0.956,60,8.0,0.5,16
5662,04_test.tif,0.68,0.728,0.638,0.945,60,8.5,0.9,20
5663,04_test.tif,0.676,0.824,0.573,0.949,60,7.0,0.9,10
5664,04_test.tif,0.676,0.937,0.528,0.953,60,9.0,0.5,18
5665,04_test.tif,0.752,0.877,0.658,0.96,80,7.5,0.1,22
5666,04_test.tif,0.702,0.923,0.566,0.956,80,7.5,0.3,12
5667,04_test.tif,0.245,0.141,0.936,0.468,60,6.0,0.9,20
5668,04_test.tif,0.752,0.873,0.661,0.96,80,8.0,0.5,24
5669,04_test.tif,0.246,0.141,0.95,0.465,60,6.0,0.7,24
5670,04_test.tif,0.262,0.153,0.923,0.521,60,6.5,0.7,24
5671,04_test.tif,0.732,0.908,0.614,0.959,60,8.0,0.1,20
5672,04_test.tif,0.616,0.506,0.787,0.91,60,6.5,0.7,16
5673,04_test.tif,0.639,0.952,0.48,0.95,80,8.5,0.7,10
5674,04_test.tif,0.705,0.921,0.571,0.956,80,7.0,0.1,10
5675,04_test.tif,0.579,0.97,0.413,0.945,60,9.0,0.7,10
5676,04_test.tif,0.588,0.451,0.845,0.891,80,6.5,0.5,22
5677,04_test.tif,0.433,0.287,0.885,0.787,80,6.5,0.5,24
5678,04_test.tif,0.695,0.928,0.556,0.955,60,9.0,0.3,20
5679,04_test.tif,0.658,0.944,0.505,0.952,80,8.5,0.7,12
5680,04_test.tif,0.758,0.738,0.78,0.954,60,6.5,0.3,22
5681,04_test.tif,0.641,0.951,0.484,0.95,80,9.0,0.7,12
5682,04_test.tif,0.358,0.222,0.924,0.696,60,6.0,0.3,24
5683,04_test.tif,0.72,0.905,0.599,0.957,80,8.5,0.7,20
5684,04_test.tif,0.674,0.939,0.526,0.953,60,7.5,0.3,10
5685,04_test.tif,0.739,0.893,0.63,0.959,80,7.5,0.3,18
5686,04_test.tif,0.762,0.772,0.753,0.957,80,6.0,0.5,14
5687,04_test.tif,0.736,0.892,0.627,0.959,80,7.0,0.5,14
5688,04_test.tif,0.607,0.964,0.443,0.947,60,9.5,0.3,10
5689,04_test.tif,0.706,0.921,0.572,0.956,80,8.0,0.1,14
5690,04_test.tif,0.772,0.831,0.722,0.961,60,6.5,0.3,18
5691,04_test.tif,0.64,0.54,0.787,0.919,60,7.0,0.7,20
5692,04_test.tif,0.628,0.612,0.644,0.93,60,7.5,0.9,14
5693,04_test.tif,0.698,0.922,0.562,0.955,60,9.0,0.5,22
5694,04_test.tif,0.317,0.193,0.888,0.648,80,6.5,0.7,20
5695,04_test.tif,0.69,0.933,0.547,0.955,60,8.5,0.1,14
5696,04_test.tif,0.713,0.917,0.583,0.957,60,7.5,0.3,14
5697,04_test.tif,0.628,0.956,0.468,0.949,80,9.5,0.9,12
5698,04_test.tif,0.249,0.144,0.943,0.478,60,6.0,0.7,22
5699,04_test.tif,0.329,0.2,0.912,0.657,60,6.0,0.5,20
5700,04_test.tif,0.77,0.833,0.716,0.961,80,6.0,0.3,14
5701,04_test.tif,0.259,0.15,0.948,0.501,60,6.0,0.5,24
5702,04_test.tif,0.733,0.905,0.616,0.959,60,7.0,0.3,14
5703,04_test.tif,0.766,0.833,0.709,0.96,80,7.5,0.5,24
5704,04_test.tif,0.759,0.867,0.676,0.961,80,6.0,0.3,12
5705,04_test.tif,0.7,0.924,0.563,0.956,80,9.0,0.1,18
5706,04_test.tif,0.72,0.911,0.595,0.957,80,7.5,0.1,14
5707,04_test.tif,0.702,0.923,0.566,0.956,80,9.0,0.3,20
5708,04_test.tif,0.718,0.91,0.594,0.957,80,7.0,0.3,12
5709,04_test.tif,0.682,0.933,0.537,0.954,60,8.5,0.5,16
5710,04_test.tif,0.622,0.957,0.461,0.948,60,9.5,0.5,14
5711,04_test.tif,0.745,0.889,0.641,0.96,80,7.0,0.1,16
5712,04_test.tif,0.713,0.666,0.768,0.943,80,7.5,0.7,24
5713,04_test.tif,0.601,0.963,0.437,0.947,60,9.0,0.7,12
5714,04_test.tif,0.767,0.839,0.706,0.96,60,7.5,0.5,24
5715,04_test.tif,0.717,0.649,0.801,0.942,80,6.5,0.5,20
5716,04_test.tif,0.739,0.896,0.628,0.959,80,7.5,0.1,18
5717,04_test.tif,0.741,0.879,0.64,0.959,80,8.5,0.7,24
5718,04_test.tif,0.725,0.913,0.601,0.958,60,8.5,0.1,22
5719,04_test.tif,0.584,0.514,0.678,0.911,80,7.0,0.9,12
5720,04_test.tif,0.739,0.894,0.631,0.959,60,6.5,0.5,12
5721,04_test.tif,0.712,0.914,0.584,0.957,60,7.0,0.5,12
5722,04_test.tif,0.623,0.484,0.871,0.903,60,6.0,0.1,24
5723,04_test.tif,0.688,0.929,0.546,0.954,60,9.0,0.5,20
5724,04_test.tif,0.723,0.898,0.605,0.957,60,8.5,0.7,22
5725,04_test.tif,0.676,0.932,0.531,0.953,60,8.5,0.7,16
5726,04_test.tif,0.719,0.917,0.591,0.957,60,8.5,0.1,20
5727,04_test.tif,0.584,0.969,0.418,0.945,60,9.5,0.7,12
5728,04_test.tif,0.358,0.222,0.924,0.696,80,6.0,0.3,24
5729,04_test.tif,0.56,0.975,0.393,0.943,60,9.5,0.9,10
5730,04_test.tif,0.696,0.833,0.598,0.952,60,8.5,0.9,18
5731,04_test.tif,0.694,0.762,0.636,0.948,60,9.0,0.9,24
5732,04_test.tif,0.671,0.939,0.522,0.953,80,9.5,0.3,16
5733,04_test.tif,0.712,0.833,0.622,0.954,80,8.5,0.9,18
5734,04_test.tif,0.641,0.952,0.483,0.95,80,9.5,0.5,12
5735,04_test.tif,0.663,0.944,0.511,0.952,60,9.0,0.1,12
5736,04_test.tif,0.749,0.881,0.652,0.96,80,6.5,0.1,14
5737,04_test.tif,0.764,0.776,0.752,0.957,60,6.0,0.5,14
5738,04_test.tif,0.701,0.921,0.566,0.956,80,9.5,0.7,24
5739,04_test.tif,0.688,0.932,0.545,0.954,60,9.5,0.3,22
5740,04_test.tif,0.711,0.622,0.83,0.938,80,6.0,0.1,22
5741,04_test.tif,0.657,0.946,0.503,0.952,60,9.5,0.3,16
5742,04_test.tif,0.758,0.866,0.674,0.96,80,7.5,0.1,24
5743,04_test.tif,0.769,0.849,0.704,0.961,60,6.5,0.1,18
5744,04_test.tif,0.7,0.928,0.562,0.956,60,9.5,0.1,22
5745,04_test.tif,0.771,0.789,0.753,0.959,80,6.5,0.3,20
5746,04_test.tif,0.496,0.344,0.891,0.834,60,6.0,0.3,22
5747,04_test.tif,0.684,0.926,0.543,0.954,60,9.0,0.7,20
5748,04_test.tif,0.76,0.76,0.761,0.956,80,6.5,0.5,18
5749,04_test.tif,0.753,0.882,0.656,0.96,60,7.5,0.1,22
5750,04_test.tif,0.685,0.936,0.54,0.954,60,9.5,0.1,18
5751,04_test.tif,0.756,0.734,0.78,0.954,80,6.5,0.3,22
5752,04_test.tif,0.773,0.813,0.737,0.96,60,7.0,0.3,24
5753,04_test.tif,0.697,0.93,0.558,0.955,60,9.0,0.1,18
5754,04_test.tif,0.33,0.208,0.8,0.701,60,7.5,0.9,20
5755,04_test.tif,0.683,0.933,0.539,0.954,80,9.5,0.5,20
5756,04_test.tif,0.746,0.886,0.644,0.96,80,7.5,0.1,20
5757,04_test.tif,0.243,0.14,0.945,0.459,60,6.0,0.9,22
5758,04_test.tif,0.747,0.885,0.646,0.96,80,7.0,0.3,16
5759,04_test.tif,0.74,0.872,0.643,0.958,60,7.0,0.7,14
5760,04_test.tif,0.298,0.182,0.824,0.643,60,6.5,0.9,14
5761,06_test.tif,0.754,0.859,0.672,0.957,60,8.0,0.1,24
5762,06_test.tif,0.624,0.967,0.461,0.946,60,9.0,0.7,16
5763,06_test.tif,0.726,0.908,0.605,0.956,80,9.0,0.5,24
5764,06_test.tif,0.654,0.948,0.499,0.949,80,9.0,0.9,18
5765,06_test.tif,0.626,0.956,0.465,0.946,80,9.0,0.9,14
5766,06_test.tif,0.627,0.559,0.715,0.917,80,8.5,0.9,24
5767,06_test.tif,0.279,0.163,0.949,0.522,80,7.0,0.9,22
5768,06_test.tif,0.266,0.154,0.968,0.479,60,6.5,0.9,24
5769,06_test.tif,0.31,0.185,0.969,0.58,80,6.0,0.1,24
5770,06_test.tif,0.761,0.824,0.707,0.957,60,7.5,0.3,22
5771,06_test.tif,0.761,0.805,0.722,0.956,80,6.5,0.5,14
5772,06_test.tif,0.706,0.926,0.57,0.954,80,9.0,0.1,16
5773,06_test.tif,0.262,0.151,0.98,0.463,80,6.0,0.7,24
5774,06_test.tif,0.737,0.892,0.628,0.956,80,8.5,0.3,22
5775,06_test.tif,0.72,0.915,0.593,0.955,80,8.0,0.5,16
5776,06_test.tif,0.661,0.944,0.509,0.949,80,9.5,0.9,22
5777,06_test.tif,0.312,0.188,0.911,0.608,60,6.0,0.9,12
5778,06_test.tif,0.634,0.966,0.472,0.947,60,9.5,0.5,16
5779,06_test.tif,0.746,0.881,0.647,0.957,80,8.0,0.5,20
5780,06_test.tif,0.734,0.686,0.79,0.944,80,6.5,0.1,20
5781,06_test.tif,0.664,0.951,0.51,0.95,80,9.5,0.5,16
5782,06_test.tif,0.273,0.159,0.956,0.505,80,7.0,0.9,24
5783,06_test.tif,0.659,0.953,0.504,0.949,60,9.5,0.7,22
5784,06_test.tif,0.598,0.969,0.433,0.943,60,9.5,0.9,20
5785,06_test.tif,0.654,0.961,0.496,0.949,60,9.5,0.1,10
5786,06_test.tif,0.754,0.772,0.737,0.953,80,8.0,0.7,24
5787,06_test.tif,0.663,0.955,0.508,0.95,60,7.5,0.5,10
5788,06_test.tif,0.735,0.897,0.622,0.956,80,8.0,0.7,18
5789,06_test.tif,0.753,0.868,0.664,0.958,60,6.0,0.5,10
5790,06_test.tif,0.688,0.916,0.551,0.951,60,8.0,0.9,16
5791,06_test.tif,0.736,0.894,0.625,0.956,80,8.0,0.3,18
5792,06_test.tif,0.637,0.954,0.478,0.947,80,7.5,0.9,10
5793,06_test.tif,0.344,0.21,0.953,0.646,60,6.0,0.3,20
5794,06_test.tif,0.598,0.472,0.814,0.893,60,6.0,0.7,12
5795,06_test.tif,0.625,0.956,0.465,0.946,80,8.5,0.9,12
5796,06_test.tif,0.618,0.957,0.456,0.945,80,9.0,0.9,10
5797,06_test.tif,0.413,0.266,0.929,0.743,80,6.5,0.3,24
5798,06_test.tif,0.364,0.227,0.917,0.688,60,7.0,0.7,22
5799,06_test.tif,0.702,0.866,0.591,0.951,60,6.5,0.9,10
5800,06_test.tif,0.618,0.957,0.457,0.945,80,8.5,0.9,10
5801,06_test.tif,0.749,0.757,0.742,0.952,60,7.5,0.7,20
5802,06_test.tif,0.718,0.92,0.588,0.955,60,8.0,0.1,14
5803,06_test.tif,0.726,0.909,0.604,0.956,80,8.5,0.5,20
5804,06_test.tif,0.675,0.947,0.524,0.951,80,9.5,0.3,14
5805,06_test.tif,0.728,0.908,0.607,0.956,60,8.0,0.1,16
5806,06_test.tif,0.732,0.898,0.618,0.956,80,8.5,0.1,20
5807,06_test.tif,0.585,0.974,0.418,0.942,60,7.5,0.9,10
5808,06_test.tif,0.614,0.97,0.449,0.945,60,9.5,0.7,18
5809,06_test.tif,0.625,0.956,0.464,0.946,80,9.5,0.9,16
5810,06_test.tif,0.359,0.223,0.918,0.681,80,6.0,0.7,14
5811,06_test.tif,0.667,0.948,0.514,0.95,80,9.5,0.7,20
5812,06_test.tif,0.735,0.899,0.622,0.956,80,8.0,0.5,18
5813,06_test.tif,0.72,0.914,0.594,0.955,80,8.5,0.3,18
5814,06_test.tif,0.72,0.802,0.653,0.95,80,8.5,0.9,22
5815,06_test.tif,0.68,0.946,0.531,0.951,60,9.5,0.1,14
5816,06_test.tif,0.721,0.914,0.595,0.955,60,8.5,0.5,20
5817,06_test.tif,0.325,0.199,0.902,0.636,60,7.5,0.9,22
5818,06_test.tif,0.698,0.932,0.557,0.953,80,8.5,0.1,12
5819,06_test.tif,0.742,0.878,0.643,0.957,80,8.5,0.1,24
5820,06_test.tif,0.665,0.955,0.51,0.95,60,9.0,0.1,10
5821,06_test.tif,0.747,0.871,0.655,0.957,80,6.5,0.1,12
5822,06_test.tif,0.697,0.934,0.555,0.953,80,8.5,0.3,14
5823,06_test.tif,0.684,0.942,0.536,0.952,80,8.0,0.5,12
5824,06_test.tif,0.639,0.965,0.477,0.947,60,9.0,0.5,14
5825,06_test.tif,0.74,0.882,0.637,0.956,80,7.5,0.1,16
5826,06_test.tif,0.268,0.156,0.964,0.487,60,6.5,0.9,22
5827,06_test.tif,0.623,0.959,0.462,0.946,60,9.5,0.9,22
5828,06_test.tif,0.634,0.595,0.677,0.924,60,7.5,0.9,16
5829,06_test.tif,0.274,0.159,0.966,0.501,60,6.0,0.7,18
5830,06_test.tif,0.76,0.779,0.742,0.954,80,6.5,0.3,16
5831,06_test.tif,0.756,0.842,0.687,0.957,80,6.5,0.7,12
5832,06_test.tif,0.725,0.912,0.602,0.956,60,6.5,0.5,10
5833,06_test.tif,0.683,0.942,0.535,0.952,80,9.5,0.1,12
5834,06_test.tif,0.759,0.828,0.7,0.957,80,6.0,0.1,12
5835,06_test.tif,0.704,0.928,0.567,0.954,80,9.5,0.1,18
5836,06_test.tif,0.667,0.95,0.514,0.95,80,9.0,0.5,14
5837,06_test.tif,0.761,0.817,0.713,0.957,60,6.0,0.3,12
5838,06_test.tif,0.744,0.887,0.641,0.957,60,8.0,0.3,20
5839,06_test.tif,0.758,0.759,0.756,0.953,80,6.5,0.1,18
5840,06_test.tif,0.654,0.958,0.497,0.949,60,9.5,0.5,18
5841,06_test.tif,0.694,0.938,0.551,0.953,60,7.0,0.5,10
5842,06_test.tif,0.717,0.92,0.587,0.955,60,7.0,0.1,10
5843,06_test.tif,0.519,0.389,0.777,0.86,60,7.5,0.9,18
5844,06_test.tif,0.296,0.175,0.963,0.554,60,6.5,0.5,24
5845,06_test.tif,0.667,0.95,0.514,0.95,80,8.5,0.5,12
5846,06_test.tif,0.738,0.695,0.786,0.946,80,6.5,0.3,18
5847,06_test.tif,0.752,0.858,0.67,0.957,80,7.0,0.7,14
5848,06_test.tif,0.683,0.94,0.537,0.952,80,8.5,0.7,16
5849,06_test.tif,0.743,0.878,0.644,0.957,80,8.0,0.1,20
5850,06_test.tif,0.72,0.912,0.595,0.955,80,7.5,0.1,12
5851,06_test.tif,0.761,0.817,0.712,0.956,60,7.5,0.1,24
5852,06_test.tif,0.685,0.942,0.539,0.952,80,8.5,0.3,12
5853,06_test.tif,0.637,0.954,0.478,0.947,80,9.0,0.9,16
5854,06_test.tif,0.745,0.888,0.641,0.957,60,8.0,0.5,20
5855,06_test.tif,0.675,0.947,0.524,0.951,80,9.0,0.3,12
5856,06_test.tif,0.262,0.151,0.976,0.466,80,6.0,0.9,22
5857,06_test.tif,0.713,0.921,0.582,0.954,80,8.5,0.5,18
5858,06_test.tif,0.737,0.886,0.63,0.956,80,8.5,0.1,22
5859,06_test.tif,0.692,0.938,0.548,0.952,80,9.5,0.3,18
5860,06_test.tif,0.32,0.194,0.909,0.624,80,7.0,0.9,18
5861,06_test.tif,0.634,0.967,0.472,0.947,60,8.0,0.5,10
5862,06_test.tif,0.612,0.972,0.446,0.945,60,9.0,0.5,12
5863,06_test.tif,0.566,0.978,0.398,0.941,60,8.5,0.9,12
5864,06_test.tif,0.748,0.874,0.654,0.957,60,6.0,0.1,10
5865,06_test.tif,0.692,0.934,0.55,0.952,80,9.0,0.7,20
5866,06_test.tif,0.364,0.227,0.918,0.688,80,7.0,0.7,22
5867,06_test.tif,0.681,0.947,0.532,0.952,60,9.5,0.3,18
5868,06_test.tif,0.659,0.563,0.795,0.92,60,7.5,0.7,22
5869,06_test.tif,0.759,0.774,0.744,0.954,60,6.0,0.5,12
5870,06_test.tif,0.415,0.275,0.848,0.767,80,7.0,0.9,16
5871,06_test.tif,0.758,0.831,0.698,0.957,80,7.0,0.1,18
5872,06_test.tif,0.398,0.259,0.862,0.746,80,7.5,0.9,20
5873,06_test.tif,0.711,0.926,0.577,0.954,60,9.5,0.3,24
5874,06_test.tif,0.732,0.905,0.615,0.956,60,9.0,0.1,24
5875,06_test.tif,0.597,0.471,0.816,0.893,80,6.0,0.7,12
5876,06_test.tif,0.664,0.951,0.51,0.95,80,8.0,0.5,10
5877,06_test.tif,0.753,0.866,0.667,0.958,60,8.0,0.5,22
5878,06_test.tif,0.641,0.597,0.692,0.925,80,7.5,0.9,16
5879,06_test.tif,0.722,0.913,0.597,0.955,60,8.0,0.3,16
5880,06_test.tif,0.675,0.936,0.528,0.951,80,9.0,0.9,20
5881,06_test.tif,0.651,0.954,0.494,0.948,80,9.5,0.5,14
5882,06_test.tif,0.761,0.779,0.743,0.954,60,7.0,0.3,20
5883,06_test.tif,0.715,0.923,0.584,0.955,60,8.5,0.1,16
5884,06_test.tif,0.705,0.929,0.567,0.954,80,7.5,0.5,12
5885,06_test.tif,0.704,0.931,0.567,0.954,60,8.0,0.1,12
5886,06_test.tif,0.688,0.939,0.542,0.952,80,8.5,0.1,10
5887,06_test.tif,0.31,0.185,0.956,0.586,80,6.0,0.5,18
5888,06_test.tif,0.702,0.933,0.563,0.954,60,9.0,0.1,16
5889,06_test.tif,0.753,0.861,0.67,0.957,80,7.5,0.5,18
5890,06_test.tif,0.761,0.822,0.709,0.957,60,7.0,0.3,18
5891,06_test.tif,0.713,0.916,0.583,0.954,60,9.0,0.7,24
5892,06_test.tif,0.29,0.172,0.936,0.554,80,7.0,0.9,20
5893,06_test.tif,0.645,0.949,0.489,0.948,60,9.0,0.9,20
5894,06_test.tif,0.714,0.886,0.598,0.953,80,7.5,0.9,14
5895,06_test.tif,0.554,0.979,0.386,0.939,60,9.5,0.9,12
5896,06_test.tif,0.76,0.817,0.711,0.956,80,7.0,0.3,18
5897,06_test.tif,0.697,0.933,0.556,0.953,80,9.5,0.1,16
